year,section,type,title,date_chambre,date_senate,date_prom,date_moniteur
1914,Justice,Arrêté,Arrêté accordant amnistie aux citoyens condamnés pour la part qu'ils ont prise dans les événements de 1908 et Janvier 1914,,,19/11/1914,21/11/1994
1914,Justice,Arrêté,"Arrêté accordant amnistie à tous ceux qui, à l'occasion des événements de Février à Octobre 1914 sont l'objet de poursuites judiciaires",,,,12/12/1914
1914,Intérieur,Arrêté,Arrêté du 20 janvier convoquant le Corps législatif,,,20/01/1914,21/01/1914
1914,Intérieur,Décret,Décret de Nomination le Général Oreste Zamor comme Président de la République,,,,11/2/1914
1914,Intérieur,Arrêté,Arrêté constituant le 1er Cabinet du Général Oreste Zamor,,,,11/2/1914
1914,Intérieur,Arrêté,Arrêté du 9 Février convoquant le Corps Législatif,,,,11/2/1914
1914,Intérieur,Arrêté,"Arrêté refusant l'entrée des ports d'Haiti, aux navires venant des ports contaminés",,,11/3/1914,11/3/1914
1914,Intérieur,Arrêté,"Arrêté du 10 mai 1914, modifant le Conseil des Secrétaires d'Etat",,,10/5/1914,13/05/1914
1914,Intérieur,Décret,Décret prorogeant la 1ère session de la 28e Législature,,,15/07/1914,15/07/1914
1914,Intérieur,Arrêté,Arrêté du 23 Août convoquant le Corps législatif,,,23/08/1913,26/08/1914
1914,Intérieur,Loi,Loi déclarant d'utilité publique le service de consultations gratuites du Dr. P. Salomon,22/07/1914,23/07/1914,12/8/1914,22/08/1914
1914,Intérieur,Décret,Décret de nomination du Sénateur Pavilmar Théodore comme Président de la République,,,7/11/1914,23/12/1914
1914,Intérieur,Arrêté,Arrêté du 11 Novembre formant le 1er. Conseil des Secrétaires d'Etat du Président D. Théodore,,,11/11/1914,
1914,Intérieur,Arrêté,Arrêté nonmant Secrétaires d'Etat les citoyens Ed. Héraux et Louis Borno,,,12/12/1914,19/12/1914
1914,Intérieur,Arrêté,Arrêté du 9 Décembre convoquant les Assemblées primaires des Arrondissements du Trou et de Vallière,,,9/12/1914,26/12/1914
1914,Intérieur,Loi,"Loi sanctionnant le contrat passe le 7 septembre 1906 entre l'etat et  Messieurs J B N Marcelin, L Lumarque, et L Memnon aine pour l'eclairage de la ville de St Marc",16/9/1906,16/9/1906,10/12/1913,11/2/1914
1914,Intérieur,Loi,"Loi déclarant le Théâtre ""l'arisiana"" d'utilité publique",22/08/1914,22/08/1914,29/12/1914,30/12/1914
1914,Travaux Publics,Contrat,Contrat pour la Construction du Palais National,,,,10/6/1914
1914,Travaux Publics,Loi,Loi autorisant le Gouvernement à s'entendre avec des Capitalistes pour l'aménagement du port et de la ville du Môle-St Nicolas,22/08/1914,22/08/1914,5/12/1914,5/12/1914
1914,Finances et Commerce,Arrêté,Arrêté du 5 Janvier ouvrant des crédits extraordinaires de G. 150.000 au Secrétaire d'Etat de la Guerre et de G. 150.000 et 10 000 dollars à celui de l'Intérieur,,,5/1/1914,7/1/1914
1914,Finances et Commerce,Arrêté,"Arrêté du 11 Janvier ouvrant des crédits de P. 16.244 50 or au Département de la Guerre et de Haiti, 3 22 009 G. au Département de l'Intérieur",,,11/1/1914,24/01/1914
1914,Finances et Commerce,Arrêté,Arrêté du 25 janvier ouvrant des crédits de 200 000 gourdes et de 20.000 dollars au Département de la guerre,,,25/01/1914,11/1/1914
1914,Finances et Commerce,Loi,Loi reconnaissant la dette révolutionnaire de 1913,23/02/1914,28/02/1914,0203/1914,7/3/1914
1914,Finances et Commerce,Arrêté,Arrêté du 9 Février ouvrant des crédits de 560 000 gourdes et de 92.600 dollars aux Département de la Guerre et de l'Intérieur,,,11/2/1914,4/3/1914
1914,Finances et Commerce,Arrêté,Arrêté du 23 Mars ouvrant un crédit de 250 000 gourdes au Départeinent de la guerre,,,23/03/1914,28/03/1914
1914,Finances et Commerce,Arrêté,Arrêté du 25 créant un emprunt de 2.000.000 de gourdes,,,23/03/1914,28/03/1914
1914,Finances et Commerce,Arrêté,Arrêté du 23 Mars prélevant 20% sur les appointements des employés publics,,,23/03/1914,28/03/1914
1914,Finances et Commerce,Arrêté,Arrêté du 31 Mars ouvrant un crédit de 250.000 gourdes au Département de la guerre,,,31/03/1914,18/04/1914
1914,Finances et Commerce,Arrêté,Arrêté du 13 avril ouvrant un crédit de 250.000 gourdes au Département de la guerre et de 15.000 gourdes à celui des Finances,,,13/03/1914,18/03/1914
1914,Finances et Commerce,Loi,Loi sanctionnant l'arrêté du 23 Mars relatif à un emprunt de 2.000.000 de gourdes,8/5/1914,8/5/1914,9/8/1914,9/8/1914
1914,Finances et Commerce,Résolution,Résolution du Corps Législatif ouvrant un crédit pour le paiement de l'Indemnité Peters,,,6/5/1914,3/5/1914
1914,Finances et Commerce,Arrêté,Arrêté accordant un nouveau délai de six mois pour l'échange des billets de G. 5,,,9/6/1914,10/6/1914
1914,Finances et Commerce,Loi,Loi autorisant un emprunt de 1.500.000 gourdes,19/06/1914,20/06/1914,20/06/1914,20/06/1914
1914,Finances et Commerce,Arrêté,Arrêté du 20 juin ouvrant un crédit de 500. 000 gourdes aux Départements de la guerre des Relations Extérieures et de l'Intérieur,,,20/06/1914,27/06/1914
1914,Finances et Commerce,Arrêté,"Arrêté du 21 Juin ouvrant un crédit de 500.000 gourdes aux Départements de la Guerre, de l'Intérieur et des Relations Extérieures",,,21/06/1914,4/7/1914
1914,Finances et Commerce,Arrêté,"Arrêté du 22 Juin ouvrant un crédit de 500.000 gourdes aux départements de la Guerre, de l'ntérieur et des Relations Extérieures",,,22/06/1914,11/7/1914
1914,Finances et Commerce,Loi,Loi ouvrant des crédits extraordinaires de 1.200 000 gourdes et autorisant un emprunt,14/08/1914,14/08/1914,17/08/1914,19/08/1914
1914,Finances et Commerce,Loi,Loi autorisant le Gouvernement à suspendre le retrait des billets de caisse et du nickel,14/08/1914,14/08/1914,17/08/1914,19/08/1914
1914,Finances et Commerce,Loi,Loi fixant le tarif à payer sur le sel de cuisine,22/07/1914,10/7/1914,12/8/1914,22/08/1917
1914,Finances et Commerce,Loi,Loi sur les impositions directes,18/09/1914,22/09/1914,29/09/1914,17/10/1914
1914,Finances et Commerce,Loi,Loi sur les impositions directes 60 Arrêté du 20 Décembre nommant Mr Dagesseau Montreuil Secrétaire d'Etat des Finances,,,20/11/1914,28/11/1914
1914,Finances et Commerce,Loi,Loi accordant un crédit de 59 200 dollars pour payer les indemnités des Députés du Peuple,26/10/1914,26/10/1914,30/11/1914,12/12/1914
1914,Finances et Commerce,Loi,Loi portant fixation du Budget des voies et moyens de l'Exercice 1914-1915,21/09/1914,26/11/1914,18/12/1914,19/12/1914
1914,Finances et Commerce,Loi,Loi fixant le budget des dépenses de l'Ex .1914-1915,21/09/1914,26/11/1914,18/12/1914,19/12/1914
1914,Finances et Commerce,Loi,Loi transférant au budget 1914-1915 des valeurs en solde de l'exercice 1912-1913,2/12/1914,18/02/1914,19/12/1914,19/12/1914
1914,Finances et Commerce,Loi,Loi autorisant une émission de 8.000.000 de gourdes en billets,22/12/1914,22/12/1914,22/12/1914,23/12/1914
1914,Finances et Commerce,Loi,Loi ouvrant des crédits extraordinaires de 148.000 dollars et de 1.280.000 gourdes aux départ ministériels,10/12/1914,11/12/1914,11/12/1914,23/12/1914
1914,Finances et Commerce,Loi,Loi autorisant le Gouvernement à passer avec des Capitalistes tous actes en vue de constituer une Banque et à retirer le service de la trésorerie à la Banque Nationale,22/12/1914,23/12/1914,23/12/1914,26/12/1914
1914,Finances et Commerce,Loi,Loi transférant au compte de l'Exercice 1914-1915 des valeurs restant au compte de l'Exercice 1912-1913,23/12/1914,23/12/1914,26/12/1914,26/12/1914
1914,Finances et Commerce,Loi,Loi reconnaissant les dettes de la Révolution de 1914,23/12/1914,26/12/1914,26/12/1914,26/12/1914
1914,Finances et Commerce,Arrêté,Arrêté du 14 Novembre nommant Mr. D. Délinois Secrétaire d'Etat des Finances,,,14/11/1914,21/11/1914
1914,Cultes,Arrêté,Arrêté modifiant celui du 7 Mars 1914 sur le rang des membres du Clergé Catholique dans les cérémonies officielles,,,15/05/1914,23/05/1914
1914,Guerre & Marije,Arrêté,Arrêté du 19 janvier nommant M. Charles Salnave Secrétaire d'Etat de la Guerre,,,19/01/1914,21/01/1914
1914,Guerre & Marije,Arrêté,Arrêté du 18 Novembre nommant Monsieur L. Vaugues Secrétaire d'Etat de la Guerre et de la Marine,,,18/11/1914,11/11/1914
1914,Intérieur,Loi,"Loi sanctionnant le contrat passé le 7 Septembre 1906 entre l'Etat et Messieurs J. B. N. Marcelin, L. Lumarque et L. Memnon ainé pour l'éclairage de la ville de Si-Marc-Contrat",16/09/1906,16/09/1906,10/12/1913,11/2/1914
1915,Justice,Arrêté,"Arrêté du 14 Mai nommant M. DAVID JEANNOT, Secrétaire d'Etat de la Justice et des Culies",,,14/05/1915,19/05/1915
1915,Justice,Arrêté,Arrêté du 18 Juin amnistiant le citoyen HANNIBAL HILAIRE,,,18/06/1915,19/06/1915
1915,Justice,Arrêté,Arrêté d'amnistie du 17 Août 1915,,,17/08/1915,18/08/1915
1915,Justice,Loi,Loi modifiant l'art. 7 du décret de 1843 sur la contrainte par corps,18/06/1915,22/06/1915,1/9/1915,15/09/1915
1915,Justice,Loi,Loi augmentant les appointements des fonctionnaires et employés du Tribunal Vivil de Port-au- Prince ainsi que de son Parqnet,14/07/1915,17/08/1915,29/09/1915,29/09/1915
1915,Justice,Loi,Loi augmentant les appointements des Fonctionnaires et Employés des Tribunaux,07/12/19915,6/11/1915,9/12/1915,18/12/1915
1915,Relations extérieures,Convention,"Convention d'arbitrage conclue entre la République d'Haïti et les Etats -Unis du Brésil, pour le règlement des conflits internationaux (Décret de sanction et de ratification )",,,,6/2/1915
1915,Relations extérieures,Procès-verbal,Procès-verbal d'échange de ratification de la Convention conclue entre Haïti et le Brésil,,,,13/02/1915
1915,Relations extérieures,Arrêté,"Arrêté du 16 février nommant M. JEREMIE, Secrétairo d'Etat des Relations Extérieures",,,16/02/1915,6/3/1915
1915,Relations extérieures,Convention,Convention de la Haye pour le règlement pacifique des conflits internationaux-Décret,27/08/1915,29/08/1915,,21/08/1915
1915,Relations extérieures,Convention,Convention de La Haye concernant la limitation de la force pour le recouvrement des dettes contractuelles. Décret,27/08/1909,29/08/1909,29/08/1909,20/10/1915
1915,Relations extérieures,Convention,Convention de La Haye relative à l'ouverture des hostilités-Décret,27/08/1909,29/08/1909,29/08/1909,29/081909
1915,Instruction publique,Convention,Convenionde la Haye concernant les lois et coutumes de la Guerre sur terre,27/08/1909,29/08/1909,,1/11/1915
1915,Instruction publique,Loi,Loi établissant une école secondaire de garçons au Petit Goâve,12/8/1914,21/08/1914,7/1/1915,16/01/1916
1915,Instruction publique,Arrêté,Arrêté du 5 Octobre 1915 conférant aux Inspecteurs généraux le haut contrôle de l'enseignement,,,20/01/1915,23/01/1915
1915,Travaux publics,Arrêté,Arrêté du 20 Janvier reconnaissant l'utilité publique la Compagnie Hartienne de Port-de-Prince (Convention ),,,20/01/1915,23/01/1915
1915,Travaux publics,Loi,Loi ordonnant que les édifices publics soient construits à l'épreuve du feu,27/08/1915,26/08/1915,1/9/1915,4/9/1915
1915,Travaux publics,Loi,Loi ouvrant un credit au Département des Travanx publics pour des travaux de captation de la Source Plaisance,10/11/1915,16/11/1915,20/11/1915,27/11/1915
1915,Intérieur,Loi,Loi accordant une rente viagère à l'ancien Sénateur CALICE LEREBOURS,14/08/1915,18/08/1915,30/12/1915,16/01/1915
1915,Intérieur,Loi,Loi accordant une rente viagère à Madame Veuve l'IRGINIE SAMPEUR,17/08/1914,18/08/1914,8/2/1915,13/01/1915
1915,Intérieur,Décret,"Décret du 4 Mars 1915 élisant le général VILBRUN GUILLAUME SAM, Président d'Haïti",,,4/3/1915,6/3/1915
1915,Intérieur,Arrêté,"Arrêté de VILBRUN GUILLAUME SAM, chef du Pouvoir Exécutif, constituant un Conseil",,,27/02/1915,26/03/1915
1915,Intérieur,Arrêté,Arrêté du 9 Mars formant le Cabinet du Président VILARIN GUILLAUME SAM,,,9/3/1915,17/09/1915
1915,Intérieur,Loi,Loi modifiant l'article 21 de celle du 13 Septembre 1906 relative à la Subvention accordée à la Maternil? de Port-au-Prince,28/08/1914,25/09/1914,16/07/19915,21/07/1915
1915,Intérieur,Décret,Décret du 17 Août 1915 élisant M. SUDRE DARTIGUENAVK Président d'Haïti,,,12/8/1915,18/08/1915
1915,Intérieur,Arrêté,Arrêté du 14 Août formant le Conseil des Secrétaires d'Etat,,,14/08/1915,18/08/1915
1915,Intérieur,Décret,Décret du 15 Août prolongeant d'un mois la session législative,,,15/08/1915,18/08/1915
1915,Intérieur,Arrêté,Arrêté d'Amnistie du 17 Août 1915,,,17/08/1915,
1915,Intérieur,Loi,Loi modifiant l'art. 5 de celle du 10 Août 1894 sur les pensions civiles,27/08/1913,27/08/1913,25/08/1915,1/10/1915
1915,Intérieur,Arrêté,Arrêté du 9 Septembre modifiant le Conseil des Secrétaires d'Etat en nommant MM. Louis Borno et Paul Salomon aux Départements des Relations Extérieures et des Travaux Publics,,,9/9/1915,11/9/1915
1915,Intérieur,Arrêté,Arrêté du 18 Septembre convoquant le Corps Législatif en réunion Extraordinaire,,,18/09/1915,18/09/1915
1915,Intérieur,Loi,Loi accordant un secours pécuniaire aux victimes du cyclone du 13 Août 1915,13/09/1915,14/09/1915,15/09/1915,18/09/1915
1915,Intérieur,Loi,Loi rapportant celle du 23 Août 1913 sur la Direction de la Police générale de la süreté,17/09/1915,17/09/1915,20/09/1915,25/09/1915
1915,Intérieur,Loi,Loi accordant des reutes viagères à huit personnes,17/09/1915,17/09/1917,20/09/1915,25/09/1915
1915,Intérieur,Loi,Loi accordant des secours pécuniaires alix sinistres de Saint Louis du Nord,25/08/1915,17/09/1915,20/09/1915,2/10/1915
1915,Intérieur,Loi,Loi accordant une rente viagère à la Veuve Céligny Ethéart,23/07/1915,27/09/1915,20/09/1915,29/09/1915
1915,Intérieur,Arrêté,"Arrêté du 3 Octobre nommant M. J. B. Dartigue et Joseph Dessources, Secrétaires d'Etat des Travaux publics et de la Guerre",,,3/10/1915,6/10/1915
1915,Intérieur,Loi,Loi accordant des rentes viagères à sept personnes,17/08/1915,17/09/1915,20/09/1915,9/10/1915
1915,Intérieur,Loi,Loi accordant des rentes viagères au citoyen Mérisier Regnier et à Mademoiselle Granville Baupin,22/08/1914,22/08/1914,12/10/1915,16/10/1915
1915,Intérieur,Arrêté,Arrêté du 14 Octobre relatif aux secours à répartir aux sinistres de Saint-Louis du Nord,,,14/10/1915,20/10/1915
1915,Intérieur,Loi,Loi accordant une rente viagère à M. Déusna Desrosiers,28/08/1909,12/10/1915,15/10/1915,23/10/1915
1915,Intérieur,Loi,Loi accordant des rentes viagères à huit personnes,25/10/1913,12/10/1915,15/10/1915,23/10/1915
1915,Intérieur,Loi,"Loi accordant des rentes viagères à Alfred Rigaud, Nicolas Lacorne et Paul Morpeau",17/08/1913,12/10/1915,15/10/1915,27/10/1915
1915,Intérieur,Arrêté,Arrêté du 29 Octobre donnant une autre affectation à l'emplacement du Lycée des Cayes,,,29/10/1915,10/11/1915
1915,Intérieur,Loi,Loi élevant la commune de Saint -Marc au rang des communes de 3e classe .,5/11/1915,5/11/1915,6/11/1915,13/11/1915
1915,Intérieur,Loi,Loi érigeant en quartier militaire l'Ile de la Cayemitte,4/11/1915,5/11/1915,6/11/1915,13/11/1915
1915,Intérieur,Loi,Loi accordant une rente viagère à Madame Bazanac,21/08/1908,16/11/1915,19/11/1915,24/11/1915
1915,Intérieur,Loi,"Loi accordant des rentes viagères aux veuves Leonidas Célestin, Justin Boisette et Célestin Blanchard",17/08/1913,16/11/1915,19/11/1915,24/11/19135
1915,Intérieur,Loi,Loi accordant des rentes viagères à six personnes,15/08/1913,16/11/1915,19/11/1915,24/11/1913
1915,Intérieur,Loi,Loi accordant une rente viagère de 50 gourdes au général H. Laforest,16/11/1915,27/11/1915,26/11/1915,4/12/1915
1915,Intérieur,Loi,Loi réorganisant au Département de l'Intérieur la section de la Police Générale,1/12/1915,3/12/1915,4/12/1915,8/11/1915
1915,Intérieur,Loi,Loi ouvrant les crédits nécessaires pour payer un mois d'indemnités aux Députés,24/11/1915,30/11/1915,2/12/1915,11/12/1915
1915,Intérieur,Contrat,Contrat entre M. O. Brice et l'Etat pour la construction d'une usine pour la fabrication du savon,10/9/1906,16/09/1906,16/11/1915,15/12/1906
1915,Intérieur,Loi,Lois accordant des rentes viagères à dix sept personnes,25/11/1915,8/12/1915,16/12/1915,22/12/1915
1915,Intérieur,Loi,Loi accordant des rentes riagères à divers,25/08/1915,8/12/1915,16/12/1915,25/12/1915
1915,Intérieur,Loi,Loi accordant des rentes viagères à divers,17/08/1915,8/12/1915,8/12/1915,25/12/1915
1915,Finances et Commerce,Arrêté,Arrêté du 16 Janvier nommant M. Diogène Délinois Secretaire d'Etat des Finances et du Commerce,,,16/01/1915,23/01/1915
1915,Finances et Commerce,Arrêté,Arrêté du 22 Janvier autorisant l'émission de bons du Trésor jusqu'à concurrence de 2.000.000 de gourdes,,,22/01/1915,23/12/1915
1915,Finances et Commerce,Arrêté,Arrêté du 19 Janvier déterminant les conditions de l'Emprunt de 1.280.000 gourdes autorisé par la loi du 11 Décembre 1914,,,19/01/1915,23/01/1915
1915,Finances et Commerce,Arrêté,"Arrêté du 27 Janvier 1915 autorisant pour compte de l'Etat, le versement de tous les droits de douane à l'exportation et les 45% de surtaxe or américain à l'importation à certaines maisons de banques",,,27/01/1913,27/01/1915
1915,Finances et Commerce,Arrêté,Arrêté du 28 Janvier inodifiant les art. 2 et 4 de celui du 2 Juin relatif aux Bons du Trésor,,,28/01/1915,27/01/1915
1915,Finances et Commerce,Arrêté,"Arrêté du 3 Février 1915 autorisant le secrétaire d'Etat des Finances à faire encaisser pour compte de l'Etat par les soins demaisons de Banque ou de commerce par lui dé signées, toutes les recettes de la République",,,3/2/1915,3/2/1915
1915,Finances et Commerce,Arrêté,Arrêté du 17 Mars 1912 ouvrant des crédits supplémentaire aux départements de l'Intérieur et des Finances,,,17/03/1915,20/03/1915
1915,Finances et Commerce,Arrêté,Arrêté du 6 Mai 1915 formant le syndicat chargé de signer les billets dont l'émission est autorisée par la loi du 22 Décembre 1914,,,6/5/1915,8/5/1915
1915,Finances et Commerce,Arrêté,Arrêté du 12 Mai ouvrant des crédits extraordinaires au Département de la Guerre,,,12/5/1915,19/05/1915
1915,Finances et Commerce,Loi,Loi modifiant l'art. 1er de la loi du 22 Décembre 1914 sur l'émission de 8.000.000 de gourdes,17/06/1912,.../06/1915,19/16/1915,19/16/1915
1915,Finances et Commerce,Arrêté,Arrêté du 23 Juin modifiant le Qc alinéa de l'art. 3 de celui du 6 Mai 1915 sur l'émission des 8.000.000 de gourdes,,,23/06/1915,26/06/1915
1915,Finances et Commerce,Loi,Loi ouvrant un crédit de 12.225 dollars pour venir en aide ans populations du Cap Hartien et de Fort Liberté,2/7/1915,24/06/1915,2/7/1915,2/7/1915
1915,Finances et Commerce,Loi,Loi ouvrant des crédits supplémentaires et ertraordinaires aux dépar tements de la Guerre el ile la Marine,19/07/1915,16/07/1915,20/07/1915,21/07/1915
1915,Finances et Commerce,Loi,Loi ouvrant des crédits extraordinaires et supplémentaires au Département de l'Intérieur,25/08/1915,21/08/1915,25/08/1915,28/08/1915
1915,Finances et Commerce,Loi,Loi provoquant pour l'exercice 1914-1915 la lui sur la régie des impositions directes,13/09/1915,14/09/1915,15/09/1915,19/09/1915
1915,Finances et Commerce,Loi,Loi ouvrant un crédit de 30.000 dollars pour payer un mois de la session extraordinaire le lit Chambre,17/09/1915,17/09/1915,20/08/1915,25/09/1915
1915,Finances et Commerce,Loi,Loi ouvrant un crédit de 100.000 gourdes pour les Cacos,17/09/1915,14/09/1915,20/09/1915,25/09/1915
1915,Finances et Commerce,Loi,Loi ouvrant un crédit extraordinaire pour payer deux mois d'indemnités aux députés,20/.../1915,21/10/1915,22/10/1915,23/10/1915
1915,Finances et Commerce,Loi,Loi relative à la Consolidation des titres des effets publics non acquittés émis du 1er octobre 1899 au 31 Juillet 1911,29/10/1915,16/10/1915,30/11/1915,8/12/1915
1915,Finances et Commerce,Loi,Loi modifiant le personnel de l'ad?ninistration des finances de Port-au-Prince,29/11/1915,2/12/1915,4/12/1915,8/12/1915
1915,Finances et Commerce,Loi,Loi rétablissant les dispositions de certaines lois sur l'enrégistrement,25/11/1915,2/12/1915,4/12/1915,11/12/1915
1915,Finances et Commerce,Loi,Loi sur la pension des membres de la Chambre des Comptes,2/12/1915,30/11/1915,3/12/1915,11/12/1915
1915,Guerre et Marine,Arrêté,"Arrêté du 17 Janvier nommant le Général Horelle Momplaisir, Secrétaire d'Etat de l'Intérieur",,,17/01/1915,23/01/1915
1915,Guerre et Marine,Arrêté,"Arrêté du 22 Janvier déclarant en état de blocus les ports du Cap Haïtien , des Gonaïves el de Port de Paix",,,22/01/1915,23/01/1915
1915,Guerre et Marine,Arrêté,"Arrêté du 29 Avril nommant le général Milfort Jean-François, Secrétaire d'Etat de la Guerre et de la Marine",,,29/04/1915,
1915,Guerre et Marine,Arrêté,Arrêté du 29 Avril déclarant en état de blocus les ports de Fort-Liberté et du Cap Haïtien,,,29/04/1915,5/5/1915
1915,Guerre et Marine,Arrêté,Arrêté du 30 Avril nommant le Général Milfort Jean François Secretaire d'Elat de la Guerre et de la Marine,,,30/04/1915,5/5/1915
1915,Guerre et Marine,Loi,"Loi accordant une récompense aux généraux, officiers, etc. qui auront contribué au rétablissement de la paix",.../06/1915,15/06/1915,19/06/1915,26/06/1915
1915,Guerre et Marine,Arrêté,"Arrêté du 18 Juin déclarant en état de siège les arrondissements du Cap Haïtien, du Trou et de Fort-Liberté",,,18/06/1915,19/06/1915
1915,Guerre et Marine,Arrêté,Arrêté du 22 Juin 1915 rapportant celui du 29 Avril qui met en état de blocus les ports du Cap Hartien et de Fort-Liberté,,,22/06/1915,23/06/1915
1915,Guerre et Marine,Loi,Loi réorganisant la garde particulière du Président d'Halti,19/11/1915,3/12/1915,4/12/1915,11/12/1915
1915,Guerre et Marine,Loi,Loi fixant la solde des Musiciens du Palais,8/12/1915,8/12/1915,9/12/1915,18/12/1915
1915,Guerre et Marine,Arrêté,"Arrêté du 18 Décembre nominant le Général Annulysse André, Secrétaire d'Etat de la Guerre et de la Marine",,,18/12/1915,18/12/1915
1915,Cultes,Arrêté,Arrêté du 11 Novembre 1915 qui nomine Evèque des Cayos le Chanoine Ignace Le Ruzie,,,11/11/1915,17/11/1915
1915,Cultes,Loi,Loi accordant un supplément de traitement de 30 gourdes par mois aux prêtres desservant les paroisses dont les ressources sont insuffisantes,29/11/1915,30/11/1915,30/11/1915,4/12/1915
1915,Cultes,Loi,Loi accordant une pension de 100 dollars à S. G. Monseigneur Jean-Marie Morice,7/12/1915,6/12/1915,8/12/1915,15/12/1915
1915,Finances et Commerce,Loi,Loi fixant le budget des Recettes de l'Exercice 1915-16,25/11/1915,2/12/1915,4/12/1915,4/12/1915
1915,Finances et Commerce,Loi,Loi portant fixation du Budget des dépenses du 1er trimestre de l'exercice 1915/16,21/11/1915,2/12/1915,4/12/1915,4/12/1915
1916,Justice,Arrêté,Arrêté du 4 février accordant amnistie aur individus impliqués dans une affaire des Cayes dénoncée le 1er Décembre 1915,,,4/2/1916,2/2/1916
1916,Justice,Arrêté,Arrêté du 20 Septembre accordant amnistie aux citoyens impliqués dans la prise d'armes de Port-au-Prince du 5 Janvier 1916,,,20/09/1916,23/09/1916
1916,Relations extérieures,Convention,Convention concernant les lois et coutumes de la guerre sur terre,27/08/1909,29/08/1909,23/08/1909,19/01/1909
1916,Relations extérieures,Convention,Convention concernant les droits et les devoirs des puissances et des personnes neutres en cas de guerre sur terre,27/08/1909,27/08/1909,29/08/1909,15/04/1916
1916,Relations extérieures,Convention,Convention relative au régime des navires de commerce ennemis au début des hostilités,27/08/1909,29/08/1909,,17/06/1916
1916,Relations extérieures,Décret,Décret sanctionnant la Convention Haïtiano-Américaine de 1915,6/10/1915,11/11/1915,17/11/1915,28/06/1916
1916,Relations extérieures,Convention,Convention relative à la pose des mines sous-marines automatiques de contact,27/08/1909,29/08/1909,23/08/1909,13/09/1916
1916,Relations extérieures,Convention,Convention concernant le bombardement des forces navales en temps de guerre,27/08/1909,29/08/1909,23/08/1909,08/11/0916
1916,Relations extérieures,Accord,"Accord signé à Washington sur les télégraphes, téléphones",,,,18/11/1913
1916,Relations extérieures,Convention,Convention pour l'adapation à la guerre maritime des principes de la Convention de Genève,27/08/1909,29/08/1909,23/08/1909,16/12/1909
1916,Instruction publique,Arrêté,Arrêté du 21 Mars 1916 et règlements relatifs à l'Ecole professionnelle ELIE DUBOIS,,,21/03/1916,29/03/1916
1916,Instruction publique,Arrêté,"Arrêté du 20 Mai 1916, nomnant M. ARTHUR FRANçOIS, Secrétaire d'Etat de l'Instruction Publique",,,20/05/1916,20/05/1916
1916,Instruction publique,Arrêté,"Arrêté du 17 Mai 1916, adaptant l'enseignement classique à l'Ecole ELIE DUBOIS",,,17/05/1916,20/05/1916
1916,Instruction publique,Arrêté,"Arrêté du 15 Juin 1916, celui modifiant du 27 Avril 1908 sur les examens de passage",,,15/06/1916,17/06/1906
1916,Instruction publique,Arrêté,"Arrêté du 10 Juillet 1916, annexant à l'Ecole Secondaire spéciale de garçons de Port-au-Prince, une section professionnelle",,,10/7/1916,15/07/1916
1916,Instruction publique,Arrêté,Arrêté du 25 Septembre 1916 inodifiant les règlements de 1898 de l'Ecole Nationale de Droit,,,25/09/1916,30/09/1916
1916,Instruction publique,Arrêté,Arrêté du 26 Décembre fixant l'époque des vacances scolaires,,,26/12/1916,30/12/1916
1916,Instruction publique,Décision,Décision créant un Bureau du Génie,,,,25/10/1916
1916,Instruction publique,Règlement,Règlement sur l'organisation des Services techniques,8/12/1915,8/12/1915,10/12/1915,1/12/1916
1916,Intérieur,Loi,Loi accordant une rente viagère à Madame Veuve ORESTE ZAMOR,8/12/1915,8/12/1915,10/12/1915,1/12/1916
1916,Intérieur,Arrêté,Arrêté du 21 Janvier 1916 modifiant dans leur répartition les portefeuilles ministériels,,,21/01/1916,22/01/1916
1916,Intérieur,Arrêté,"Arrêté du 25 Janvier 1916 nommant M. Louis BORNO, Secrétaire d'Etat des Travaux Publics et M. le Docteur LEON AUDAIN. Secrétaire d'Etat de l'Instruction publique",,,29/06/1916,29/06/1916
1916,Intérieur,Décret,Décret du 5 April 1916 instituant un Conseil d'Etat,,,5/4/1916,5/4/1916
1916,Intérieur,Décret,Décret de Dissolution du Sénat de la République,,,,5/4/1916
1916,Intérieur,Arrêté,Arrêté du 9 Mai 1916 reconstituant le Cabinet,,,9/5/1916,10/5/1916
1916,Intérieur,Arrêté,Arrêté du 17 Mai 1917 nommant les Conseillers d'Etat,,,17/05/1916,17/05/1916
1916,Intérieur,Arrêté,"Arrêté du 23 Mai 1916 remplaçant au Conseil d'Etat M. FRANÇOIS MATHON, démissionnaire",,,23/05/1916,24/06/1916
1916,Intérieur,Arrêté,Arrêté du 23 Juin 1916 convoquaut l'Assemblée Constituante,,,23/06/1916,23/06/1916
1916,Intérieur,Arrêté,"Arrêté du 29 Juillet appropriant à l'Ecole des Frères de Cap-Hartien, l'emplacement qu'occupait le palais du gouvernement",,,29/07/1916,29/17/1916
1916,Intérieur,Arrêté,Arrêté du 18 Julilet fixant le règlement du Conseil d'Etat,,,18/07/1916,2/8/1916
1916,Intérieur,Arrêté,"Arrêté du 8 Août nommant M. S. VINCENT, Secrétaire d'Etat des Travanx publics et de l'Intérieur",,,8/8/1916,9/8/1916
1916,Intérieur,Arrêté,Arrêté du 22 Septembre règlementant les élections législatives,,,22/08/1916,23/08/1916
