year,section,type,title,date_chambre,date_senate,date_prom,date_moniteur
1908,Relations Extérieures,Arrêté,Arrêté qui nomme Mr. Louis Borno et Villehardouin Leconte Secrétaire d'Etat des Relations Extérieures,,,,14/03/1908
1908,Relations Extérieures,Convention,Convention Haitiano-allemande - Ratification - Décret de sanction,14/08/1908,18/08/1908,25/08/1908,26/08/1908
1908,Travaux publics et Agriculture,Loi,"Loi accordant une prolongation d'un délai de deux ans pour l'exécution du Contrat d'établissement des wharfs de Port-au-Prince, du Cap-Haitien",19/08/1908,20/08/1908,29/08/1908,29/08/1908
1908,Travaux publics et Agriculture,Loi,Loi accordant une prolongation de délai de deux ans aux concessionnaires du contrat pour la construction d'un pont sur la rivière «l'Estère »,21/08/1908,21/08/1908,29/08/1908,5/9/1908
1908,Travaux publics et Agriculture,Loi,"Loi accordant un crédit de 35,000 dollars pour la reconstruction du Palais du Centenaire érigé aux Gonaïves",16/09/1906,21/08/1908,29/08/1908,9/9/1908
1908,Travaux publics et Agriculture,Loi,Loi accordant une prolongation de délai à Mr. L. Isidore pour l'exécution de son contrat,19/08/1908,21/08/1908,29/08/1908,16/09/1908
1908,Intérieur,Arrêté,Arrêté qui nomme Monsieur V. Leconte Secrétaire d'Etat de l'Intérieur,,,,14/3/1908
1908,Intérieur,Décret,Décret prolongeant d'un mois la Session législative,10/7/1908,9/7/1908,20/07/1908,22/07/1908
1908,Intérieur,Loi,"Loi autorisant la Glacière de Port-au-Prince à vendre son produit à 0,05 la livre.",14/08/1908,20/08/1908,29/08/1908,29/08/1908
1908,Intérieur,Loi,Loi accordant une prolongation de délai aux concessionnaires du contrat d'éclairage électrique de Port-au- Prince et du Cap,17/07/1908,7/7/1908,29/08/1908,2/9/1908
1908,Intérieur,Loi,Loi accordant une prolongation de délai aux connessionnaires du contrat l'éclairage de Port-de-Paix,18/08/1908,21/08/1908,21/08/1908,2/9/1908
1908,Intérieur,Loi,Loi accordant une prolongation de délai aux concossionnaires du contrat d'éclairage de Jéréimie et des Cayes,18/08/1908,21/08/1908,29/08/1908,2/9/1908
1908,Intérieur,Loi,"Loi abrogeant les lois des 17 Avril 1870 et 14 Août 1877 relatives à la ferme, l'échange, la concession temporaire et définitive, la vente des biens du domaine national",27/07/1908,21/08/1908,29/08/1908,5/9/1908
1908,Intérieur,Loi,Loi sanctionnant le contrat pour l'établissement d'une usine à décortiquer les herbes textiles.,20/08/1908,21/08/1908,29/08/1908,12/7/1908
1908,Intérieur,Loi,Loi accordant une prolongation de délai aux concessionnaires du contrat pour la fabrication du papier,18/08/1908,21/08/1908,29/08/1908,12/9/1908
1908,Intérieur,Loi,Loi érigeant en quartier le poste militaire du Bas Limbé,19/08/1908,21/08/1908,29/08/1908,19/09/1908
1908,Intérieur,Loi,Loi modifiant le personnel des Archives du Sénat et de la Chambre.,18/08/1908,20/08/1908,20/08/1908,23/09/1908
1908,Intérieur,Loi,Loi augmentant le cadre de la police administrative des Cayes,19/06/1908,9/7/1908,1/10/1908,3/10/1908
1908,Intérieur,Arrêté,Arrêté chargeant par intérim M. T. Auguste de la Direct. du Dép. de l'Int.,,,,25/11/1908
1908,Intérieur,Arrêté,Arrêté du Gal. N. Alexis convoquant à l'extr. les Chambres Législatives,,,,30/11/1908
1908,Intérieur,Arrêté,Arrété nommant Mr Tancrède Auguste Secrétaire d'Etat de l'Intérieur.,,,,28/11/1908
1908,Intérieur,Arrêté,"Arrêté autorisant la form. à P-au- P d'une société dite de ""l'Ile de laTortue"" et approuvant les Statuts de la dite Société",,,,9/5/1908
1908,Finances et Commerce,Arrêté,Arrété émettant des Bons du Trésor jusqu'à concurrence de P. 600.000,,,,9/5/1908
1908,Finances et Commerce,Loi,Loi autorisant l'émission de G. 2000.000 en billets de G. 5 et la frappe de G. 400.000 en pièces de nickel de C. 0.50,11/5/1908,14/05/1908,18/05/1908,20/05/1908
1908,Finances et Commerce,Résolution,Résolution du Corps Législatif accordant un secours de G 500 000 aux sinistres des 5 et 6 Juillet 1908,8/7/1908,10/7/1908,11/7/1908,15/07/1908
1908,Finances et Commerce,Loi,Loi accordant une réduction de 25% pour les cordages et de 1/3 pour la bière de provenance américaine sur l'ensemble des droits principaux de douane,19/07/1908,20/08/1908,29/08/1908,29/08/1908
1908,Finances et Commerce,Loi,Loi prorogeant pour l’Eexercice 1908-1909 la loi du 24 Octobre 1876 sur la régie des impositions directes et certains articles de la loi du 13 Août 190,20/08/1908,21/08/1908,29/08/1908,19/09/1908
1908,Finances et Commerce,Loi,Loi ouvrant des crédits supplémentaires aux diffs. Deparmts. ministériels,20/08/1908,21/08/1908,18/09/1908,23/09/1908
1908,Finances et Commerce,Loi,Lois portant fixation du Budget des Voies et Moyens et du budget des dépenses pour l'Exercice 1908-1909.,19/08/1908,21/08/1908,18/09/1908,26/09/1908
1908,Finances et Commerce,Loi,Loi soumettant à l'examen d'une Commission tous les effets publics émis jusqu'au 30 Septembre 1905.,3/9/1906,4/6/1907,2/10/1908,3/10/1908
1908,Finances et Commerce,Loi,Loi autorisant une frappe de 2.000.000 en pièces de nickel de G. 0.50,19/08/1908,21/08/1908,27/10/1908,31/10/1908
1908,Finances et Commerce,Arrêté,Arrêté ouvrant un crédit extraordinaire de 200.000 gourdes et 25.000 dollars aux Départements de la Guerre et de la Marine .,,,,25/11/1908
1908,Finances et Commerce,Arrêté,"Arrété fermant les ports des Cayes, d'Aquin et de Jeremie au Commerce",,,,25/11/1908
1908,Finances et Commerce,Décret,Décret donnant décharge aux Secrétaires d'Etat pour l'Exer. 1906-1907,19/08/1908,21/08/1908,29/08/1908,19/09/1908
1908,Guerre et Marine,Arrêté,Arrêté déclarant pirate le navire « Vortigen »,,,,22/01/1908
1908,Guerre et Marine,Arrêté,Arrêté déclarant en état de blocus les ports des Gonaives et de St Marc,,,,18/01/1908
1908,Guerre et Marine,Arrêté,Arrêté rapportant celui du 17 janvier déclarant en état de blocus les ports de Saint Marc et des Gonaives,,,,20/01/1908
1908,Guerre et Marine,Arrêté,Arrété déclarant en état de siège les Arrondissements des Gonaives. de Saint Marc et de Port-de-Paix.,,,,1/2/1908
1908,Guerre et Marine,Arrêté,Arrêté rapportant celui pris le 22 janvier contre le navire Vortigen,,,,11/4/1908
1908,Guerre et Marine,Arrêté,Arrêté déclarant obligatoires dans tous les corps d'armée de la République les règlements militaires de juillet 1907.,,,,11/4/1908
1908,Guerre et Marine,Arrêté,Arrêté déclarant l'Arrondissement des Cayes en état de siège.,,,,21/11/1908
1908,Guerre et Marine,Arrêté,Arrêté déclarant le port des Cayes en état de blocus.,,,,21/11/1908
1908,Guerre et Marine,Arrêté,Arrêté déclarant en état de siège l’Arrondissement d'Aquin.,,,,25/11/1908
1908,Guerre et Marine,Arrêté,Arrêtés de blocus des ports d'Aquin et de Jérémie,,,,25/11/1908
1908,Appendice,Décret,Décret nommant le Général Antoine Simon Chet du Pouvoir Exécutif,,,,5/12/1908
1908,Appendice,Arrêté,Arrêté de nommination des Conseillers du Chef du Pouvoir Exécutif,,,,5/12/1908
1908,Appendice,Décret,Décret de convocation des Chambres pour l'élection présidentielle,,,,5/12/1908
1908,Appendice,Arrêté,Arrêté de dissolution des Comités révolutionnaires,,,,5/12/1908
1908,Appendice,Décret,Décret d'élection du Général Antoine Simon,,,,19/12/1908
1908,Appendice,Arrêté,Arrêté de nomination des premiers Secrétaires d'Etat du Gouvernement du 17 Décembre,,,,19/12/1908
1909,Justice,Arrêté,Arrêté attribuant au Tribunal civil des Gonaïves la connaissance des affaires commerciales de cette juridiction,,,,30/1/1909
1909,Justice,Arrêté,Arrêté qui accorde amnistie aux citoyens condamnés par divers jugements du Conseil spécial militaire de Port-au-Prince,,,2/2/1909,6/2/1909
1909,Justice,Loi,Loi modificative de l'article 80 du code d'instruction criminelle,17/08/1908,20/08/1908,16/04/1909,21/04/1909
1909,Instruction Publique,Arrêté,Arrêté créant un cours de droit administratif à l'Ecole Nationale de droit,,,17/09/1907,22/09/1909
1909,Travaux publics et Agriculture,Loi,Loi ouvrant un crédit de 200.000 dollars au département de l’Agriculture pour la réfection du Bassin général,9/8/1907,21/08/1907,15/03/1909,3/4/1909
1909,Travaux publics et Agriculture,Loi,Loi sanctionnant le contrat pour l'entreprise des travaux du Bassin général,23/08/1909,29/08/1909,18/09/1909,25/09/1909
1909,Travaux publics et Agriculture,Arrêté,Arrêté nommant Mr Pétion Pierre André Secrétaire d'Etat des Travaux publics,,,24/07/1904,24/07/1909
1909,Intérieur,Arrêté,Arrété de prise de possession des terrains non bâtis sur une partie de la piste du Champ de Mars.,,,,6/1/1909
1909,Intérieur,Loi,Loi faisant relever les arrondissements de Hinche et de la Marmelade du Département de l'Artibonite,26/05/1909,3/6/1909,15/06/1909,16/06/1909
1909,Intérieur,Arrêté,Arrêté nommant Monsieur Jérémie Secrétaire d'Etat de l'Intérieur,,,,17/07/1909
1909,Intérieur,Décret,Décret prolongeant d'un mois la session législative,20/07/1909,21/07/1909,23/07/1909,25/07/1909
1909,Intérieur,Loi,Loi érigeant en commune de 5ème classe sous la denomination de St-Jean du Sud le quartier de l'Etronc de Porc,18/06/1909,5/8/1909,19/08/1909,25/08/1909
1909,Intérieur,Loi,Loi érigeant en poste militaire la Section de Bail et Bayon,21/08/1908,2/8/1909,12/8/1909,25/08/1909
1909,Intérieur,Loi,Loi accordant un délai de 18 mois à Mr L. Lubin pour l'exécution de son Contrat de fabrique de bougies etc,27/08/1909,28/08/1909,1/9/1909,8/9/1909
1909,Intérieur,Loi,Loi érigeant le quartier des Roseaux en Commune de 5è classe.,18/06/1909,5/8/1909,1/9/1909,8/9/1909
1909,Intérieur,Loi,Loi érigeant en quartier le poste de Carrefour-Gental.,6/8/1909,27/08/1909,28/08/1909,8/9/1909
1909,Intérieur,Loi,Loi érigeant le poste poste militaire Numéro Deux en quartier,18/06/1909,26/08/1909,,11/9/1909
1909,Intérieur,Loi,Loi érigeant « Bac du Borgne » en poste militaire,6/8/1909,26/08/1909,,11/9/1909
1909,Intérieur,Loi,Loi érigeant Grand Pré en poste militaire,6/8/1909,25/08/1909,26/08/1909,15/09/1909
1909,Intérieur,Loi,Loi érigeant en quartier les postes de Gressier et Charlier,6/8/1909,25/08/1909,26/08/1909,18/09/1909
1909,Intérieur,Loi,Loi érigeant Labrande en poste militaire,6/8/1909,28/08/1909,1/9/1909,18/09/1909
1909,Intérieur,Loi,Loi érigeant Cagnette en poste militaire,6/8/1909,26/08/1909,27/08/1909,18/09/1909
1909,Intérieur,Loi,Loi élevant au rang de Commune de 4e classe la Commune de Baradères,26/08/1909,26/08/1909,30/08/1909,22/09/1909
1909,Intérieur,Loi,Loi élevant au rang des Communes de 4e classe la Commune de Port-Margot,26/08/1909,26/08/1909,30/08/1909,22/09/1909
1909,Intérieur,Loi,Loi portant réorganisation de la Maison Centrale,24/08/1909,29/08/1909,28/09/1909,20/10/1909
1909,Intérieur,Loi,Loi érigeant en poste militaire la 10è Section rurale de la Haute-Grande-Rivière,12/9/1909,4/7/1909,23/10/1909,27/10/1909
1909,Intérieur,Loi,Loi érigeant en quartiers les postes de l'Ile-à-vache et du Camp-Périn,18/06/1909,5/8/1909,23/10/1909,27/10/1909
1909,Intérieur,Loi,Loi annexant à la Commune de Belladère les Sections de Hoye Sec et Riaribes,7/7/1909,5/8/1909,23/10/1909,27/10/1909
1909,Intérieur,Loi,Loi érigeant en quartier le poste des Anses-à-Pitre,4/6/1907,5/6/1907,19/08/1909,1/9/1909
1909,Intérieur,Loi,Loi accordant une prolongation de délai de 2 ans à Mr V. Leconte pour l'entreprise des travaux de l'éclairage électrique des Gonaives,../08/1908,25/08/1909,26/08/1909,1/9/1909
1909,Intérieur,Loi,Loi rétablissant les anciennes limites de la Commune de la Plaine du Nord,6/8/1909,26/08/1909,27/08/1909,1/9/1909
1909,Intérieur,Loi,Loi créant la Préfecture de Police de Port-au-Prince.,25/08/1909,25/08/1909,28/08/1909,1/9/1909
1909,Intérieur,Loi,Loi autorisant la glacière de Port-au-Prince à vendre sa glace à P. 0.05 la livre.,25/08/1909,27/08/1909,31/08/1909,4/9/1909
1909,Finances,Arrêté,Arrêté autorisant la Société Annonnyme dite Compagnie Haïtienne du Wharf de Port-au-Prince,,,,19/05/1909
1909,Finances,Arrêté,Arrêté nommant Mr C Rigaud Secrétaire d'Etat des finances,,,,17/7/1909
1909,Finances,Loi,Loi sanctionnant la transaction du 26 février 1902 entre l'Etat et Mr C. Fouchard,27/07/1907,16/08/1907,15/06/1909,16/06/1909
1909,Finances,Loi,Loi affectant au retrait des billets de 1 et 2 gourdes les ressource a créées par les lois du11 Août 1903 et du 26 Juillet 1907,9/7/1909,3/8/1909,12/8/1909,18/08/1909
1909,Finances,Loi,Loi autorisant le Gouvernement à contracter un emprunt de P. 2.500.000 gourdes,20/08/1909,20/08/1909,21/08/1909,21/08/1909
1909,Finances,Loi,Loi fixant les budgets de la République pour l'Exercice 1909-1910,,,,2/10/1909
1909,Finances,Loi,Loi prorogeant pour l'Exercice 1909-1910 les lois sur la régie des impositions directes,,,,2/10/1909
1909,Finances,Arrêté,"Arrêté autorisant la formation de la Société annonnyme dite ""Banque Haitienne""",,,,6/10/1909
1909,Finances,Arrêté,Arrêté autorisant la Société Anonyme dite Compagnie Electrique des villes de Port-au-Prince et du Gap-Haitien,,,,18/08/1909
1909,Finances,Loi,Loi mettant les Bureaux de l'Administration et de la Recette Cayes sur le même pied que les mêmes dits Bureaux du Cap-Haïtien,19/07/1909,25/08/1909,26/08/1909,1/9/1909
1909,Finances,Loi,Loi ouvrant un Crédit de 5.000 dollars à la paroisse de Saint-Marc pour la reconstruction de son église,25/08/1909,25/08/1909,26/08/1909,1/9/1909
1909,Finances,Loi,"Loi affectant en garantie du paiement de la Créance C. Foucard P. 1,10 sur le Cacao et 0,50 sur le campêche",25/08/1909,27/08/1909,28/08/1909,4/9/1909
1909,Finances,Loi,Loi autorisant la vérification des Livres de la Banque Nationale d'Haïti,27/08/1909,28/08/1909,30/08/1909,4/9/1909
1909,Finances,Loi,Loi réglementant le service des bureaux de la Recette et de la Dépense,27/08/1909,28/08/1909,30/08/1909,4/9/1909
1909,Finances,Loi,Loi approuvant les Dépenses de la Révolution des Cayes et donnant décharge aus Secrétaires d'Etat et Conseillers du Pouvoir Exécutit,15/08/1909,28/08/1909,30/08/1909,4/9/1909
1909,Finances,Loi,Loi ouvrant des Crédits supplémentaires pour les dépenses effectuées et à effectuer de l'année 1908-1909,23/08/1909,24/08/1909,2/9/1909,4/9/1909
1909,cultes,Résolution,Résolution de la Chambre des Députés relative à la modification du Tableau général des Paroisses.,28/08/1909,,18/09/1909,26/09/1909
1910,Instruction Publique,Arrêté,Arrêté du 15 Février 1910 portant règlement de l'Ecole de Médecine et de Pharmacie,,,15/02/1910,30/03/1910
1910,Instruction Publique,Arrêté,"Arrêté du 08/10/1910, relatif à l'examen pour l'obtention du certificat d'études primaire accordé aux étudiantes sages-femmes.",,,8/10/1910,19/10/1910
1910,Relations Extérieures,Convention,Convention d'arbitrage Haïtiano-Américaine,23/07/1909,13/08/1909,18/08/1909,14/05/1910
1910,Relations Extérieures,Modus Vivendi,relatif aux voyages des dominicains et des haïtiens par les frontières,,,,29/6/1910
1910,Relations Extérieures,Convention,Convention haïtiano-américaine relative à l'échange des colis-postaux,27/10/1910,20/10/1910,7/11/1910,10/12/1910
1910,Relations Extérieures,Convention,Convention de Berne modifiée pour la protection des cuvres littéraires et artistiques,,,,17/12/1910
1910,Travaux publics et Agriculture,Arrêté,Arrêté portant réglement des Concours Agricoles du Premier Mai 1910,,,1/5/1910,23/02/1910
1910,Travaux publics et Agriculture,Loi,"Loi de sanction de la Convention de transaction et de la Convention modificative des Contrats et Cahiers des charges des Chemins de fer des Gonaïves, Hinche, Gros-Morne, Arcahaie, Port-au-Prince",27/07/1910,28/07/1910,5/8/1910,6/8/1910
1910,Travaux publics et Agriculture,Loi,"Loi de sanction du Contrat pour la culture, l'achat et I'exportation de figues-bananes",27/06/1910,28/07/1910,5/8/1910,6/8/1910
1910,Travaux publics et Agriculture,Loi,Loi accordant la faculté au concessionnaire de chemin de fer de Port-au-Prince à Pétion-Ville de faire son tracé par Lalue à Bourdon et d'employer la traction électrique,27/08/1910,27/08/1910,29/08/1910,3/9/1910
1910,Travaux publics et Agriculture,Loi,Loi sanctionnant le Contrat pour l'établissement de minoteries dans les départements du Nord et de l'Ouest,25/08/1909,11/8/1910,23/08/1910,3/9/1910
1910,Travaux publics et Agriculture,Loi,Loi accordant au Département des Travaux publics un crédit de 140.000 dollars pour l'entreprise en régie de la réfection de la Canalisation hydraulique de Port-au-Prince,27/08/1910,28/10/1910,9/9/1910,14/09/1910
1910,Travaux publics et Agriculture,Loi,Loi sanctionnant le Contrat passé avec Monsieur Lubincius Lubin pour la construction d'un marché en fer aux Cayes et la réfection des rues de la même ville,24/08/1910,10/8/1910,7/9/1910,17/09/1910
1910,Travaux publics et Agriculture,Loi,Loi instituant au département des travaux publics une charge d'ingénieur en chef,27/08/1910,28/08/1910,10/9/1910,21/09/1910
1910,Travaux publics et Agriculture,Loi,Loi sanctionnant le Contrat pour la réfection du service hydraulique de Jacmel,27/08/1910,27/09/1910,22/10/1910,29/10/1910
1910,Travaux publics et Agriculture,Loi,Loi sanctionnant le Contrat pour l'établissement minoteries dans les départements du Nord-Ouest et de l'Artibonite,27/08/1909,27/09/1910,23/10/1910,2/11/1910
1910,Travaux publics et Agriculture,Règlements,Règlements du 17 Novembre1910 de l'Ecole Pratique d'Agriculture de Thor,,,,23/11/1910
1910,Travaux publics et Agriculture,Règlements,Règlements de la Compagnie haïtienne du Wharf de Port-au-Prince (Tarif),,,,23/11/1910
1910,Travaux publics et Agriculture,Arrêté,"Arrêté nommant Mrs Murat Claude, Secretaire d'etat des finances, J Magnan, secretaire d'etat des travaux publics, septimus marius, secretaire d'etat de la guerre et de la marine",,,,24/12/1910
1910,Intérieur,Arrêté,Arrêté déterminant l'étendue de la Commune des Roseaux,,,7/6/1910,8/6/1910
1910,Intérieur,Arrêté,Arrêté unifiant en un corps la Police Communale et la police administrative de Port-au-Prince,,,29/06/1910,2/7/1910
1910,Intérieur,Arrêté,Arrêté fixant les délimitations de la Commune de St-Jean-du-Sud,,,12/7/1910,12/7/1910
1910,Intérieur,Décret,Décrêt prolongeant d'un mois la 3è session de la 26è législature,25/07/1910,21/07/1910,25/07/1910,30/07/1910
1910,Intérieur,Loi,Loi qui établit les anciennes limites des Communes de Cotes-de-fer et de Bainet,6/7/1910,11/8/1910,23/08/1910,27/08/1910
1910,Intérieur,Loi,Loi mettant Bainet au rang des Communes de 4è classe,6/7/1910,11/8/1910,23/08/1910,27/08/1910
1910,Intérieur,Arrêté,Arrête du 28 Août 1910 convoquant à l’Extraordinaire le Corps législatif,,,,31/08/1910
1910,Intérieur,Loi,Loi accordant une prolongation de délai de deux ans aux concessionnires de l'entreprise de l'éclairage électrique de Jérémie et des Cayes,25/08/1910,26/08/1910,29/08/1910,3/9/1910
1910,Intérieur,Loi,Loi de sanction du contrat de concession par l'Etat à Messieur Occide Jeanty et Justin Elie de la construction et de l'exploitation d'un théâtre à Port-au-Prince,27/08/1910,18/10/1910,7/11/1910,19/11/1910
1910,Intérieur,Résolution,"Résolution autorisant l'Etat à faire l'Aquisition de la ligne télégraphique du citoyen A. Supplice reliant les communes de St-Marc, Grande Saline et Verrette etc.",27/08/1910,28/10/1910,7/11/1910,16/11/1910
1910,Finances,Arrêté,Arrêté nommant Mr. E. Pouget Secrétaire d'Etat des finances et du commerce et opérant une mutation entre les secrétaires d'Etat P. Pierre-André et M. Claude,,,15/02/1910,16/02/1910
1910,Finances,Arrêté,"Arrêté autorisant la Société dite ""Compagnie Minière de Terre neuve"" et approuvant l'acte constitutif de la dite Société",,,9/3/1910,16/03/1910
1910,Finances,Loi,Loi autorisant le Secrétaire d'Etat des Finances à disposer des valeurs affectées au paiement des titres à émettre pour les effets publics arriérés et de celles affectées au paiement des intérêts et à l'amortissement des titres de la dette intérieure consolidée.,15/07/1910,19/07/1911,20/07/1910,20/07/1910
1910,Finances,Loi,Loi ouvrant le Port du Fort-Liberté au Commerce Etranger,8/7/1910,4/8/1910,5/8/1910,6/8/1910
1910,Finances,Loi,Loi autorisant le Gouvernement à disposer des valeurs encaissée et à encaisser pour le retrait des Billets de 1 et 2 et de 5 gourdes jusqu'au 30 Septembre 1910,24/08/1910,26/08/1910,27/08/1910,27/08/1910
1910,Finances,Loi,Loi accordant des crédits supplémentaires aux divers Département Ministériels pour l'exercice 1909-1910,,,,7/9/1910
1910,Finances,Loi,Loi accordant P. 50.009 dollars à S. Exc. le Président Simon à titre de récompense nationale,,,,14/09/1910
1910,Finances,Arrêté,"Arrêté du 12 Septembre 1910 approuvant l'Acte Constitutif de la Société nommée ""Compagnie Forestière et Fruitière Haïtienne",,,,21/09/1910
1910,Finances,Loi,Loi accordant une somme de 1500 dollars à titre d'encouragement au Dr. Léon Audain et à ses Collaborateurs du Laboratoire de Bactériologie,20/07/1910,27/08/1910,,28/09/1910
1910,Finances,Loi,Loi portant fixation des Budget des Voies et Moyens pour l'exercice 1910-1911,17/08/1910,28/08/1910,2/9/1910,1/10/1910
1910,Finances,Loi,Loi portant fixation du Budget des dépenses de l'exercice 1910-1911,17/08/1910,28/08/1910,24/09/1910,1/10/1910
1910,Finances,Loi,Loi prorogeant pour l'Exercice 1910-1911 la Loi sur la régie des impositions directes,17/08/1910,28/08/1910,24/09/1910,5/10/1910
1910,Finances,Loi,Loi de sanction du Contrat de résiliation entre la Banque Nationale d'Haïti et le Gouvernement d'Haiti,26/09/1910,21/10/1910,25/10/1910,26/10/1910
1910,Finances,Loi,Loi de sanction du Contrat de Concession par l'Etat d'Haïti à la Banque de l'Union Parisienne pour l'Etablisement et l'Exptation d'une Banque d'Etat,21/10/1910,21/10/1910,25/10/1910,26/10/1910
1910,Finances,Loi,Loi de sanction du contrat d'emprunt entre le Gouvernement d'haïti et la Banque de l'Union Parisieme,26/07/1910,21/10/1910,25/10/1910,26/10/1910
1910,Finances,Arrêté,Arrêté du 29 Octobre 1910 nommant le Gl. Septimus Marius Secrétaire d'Etat des Finances et du Commerce.,,,,29/10/1910
1910,Finances,Loi,Loi accordant un crédit de P. 125.000 dollars à titre de secours aux victimes de la catastropne de « Liberté »,25/10/1910,27/10/1910,31/10/1910,2/11/1910
1910,Finances,Résolution,Résolution autorisant le Gouvernement à prendre toutes mesures pour acquitter les allocations bulgétaires dues jusqu'au 30 Septembre 1910,24/10/1910,25/10/1910,31/10/1910,2/11/1910
1910,Finances,Loi,Loi autorisant le rachat de la dette intérieure,27/10/1910,28/10/1910,5/11/1910,5/11/1910
1910,Finances,Loi,Loi autorisant le Retrait du Papier-monnaie et la démonétisation de la Monnaie de Nickel,27/10/1910,28/10/1910,5/11/1910,5/11/1910
1910,Finances,Loi,"Loi portant création de timbres pour colis postaux, bandes et enveloppes postales",27/10/1910,28/10/1910,7/11/1910,10/12/1910
1910,Finances,Arrêté,"Arrêté nommant Mr. Murat Claude Secrétaire dEtat des finances, J. Magnant, Secrétaire d'Etat des Travaux Publics, Septimus Marius, Secrétaire d'Etat de la Guerre et de la Marine",,,,24/12/1910
1910,Guerre et Marine,Arrêté,Arrêté nommant le Général Septimus Marius Secrétaire d'Etat de la Guerre et de la Marine,,,,24/12/1910
1910,Guerre et Marine,Arrêté,Arrêté du 16 Aoùt 1910 portant règlémentation du service de Santé des Hôpitaux de la République,,,,24/08/1910
1910,Guerre et Marine,Loi,Loi sanctionnant le Contrat passé pour la transformation et l'exploitation du Dock de Bizoton,27/08/1910,28/08/1910,10/9/1910,10/9/1910
1911,Justice,Arrêté,Arrêté du 25 Septembre 1911 accordant amnistie aux individus impliqués dans les événements de Février 1911,,,,30/09/1911
1911,Instruction Publique,Avis,Avis modifiant les instructions du 10 Mars 1907 relatives à l'examen du certificat d'Etudes secondaires classiques,,,,25/02/1911
1911,Travaux publics,Convention,Convention passé avec l'Ecole des Sciences appliquées pour annexer à cet établissement une école pratique d'Agriculture,,,17/10/1910,18/03/1911
1911,Travaux publics,Arrêté,Arrêté autorisant la « Société Annonyme haitienne dite Cie du chemin de fer de Pétion-Ville » ( et approuvant ses Statuts,,,17/04/1911,19/04/1911
1911,Travaux publics,Arrêté,Arrêté autorisant la Société haitienne de force motrice ( Acte de Société-Statuts ),,,17/04/1911,19/04/1911
1911,Travaux publics,Loi,Loi sanctionnant le Contrat passé avec Mr. C. Néré Numa pour la réfection des rues et places de la Capitale (Contrat ),27/08/1909,27/08/1910,30/09/1910,22/07/1911
1911,Travaux publics,Loi,Loi sanctionnant le Contrat pour l'établissement et l'exploitatisn d'un chemin de fer de Léogâne aux Cayes ( Contrat ),28/06/1911,21/07/1911,22/07/1911,22/07/1911
1911,Travaux publics,Loi,Loi sanctionnant le Contrat de la Société haitienne de force motrice ( Contrat ),19/07/1911,21/07/1911,21/07/1911,22/07/1911
1911,Travaux publics,Loi,Loi sanctionnant le Contrat passé avec Mr. J. R. Barjon pour la construction d'une jetée en pierres à Jacmel ( Contrat ),17/07/1911,21/07/1911,24/07/1911,26/07/1911
1911,Travaux publics,Contrat,Contrat passé avec Mr. A. M. Archer pour l'établissement de l'irrigation d'une partie de la plaine des Cayes,3/7/1911,25/07/1911,25/07/1911,26/07/1911
1911,Travaux publics,Arrêté,Arrêté approuvant la Compagnie haitienne de Construction - Contrat d'association,,,26/07/1911,29/07/1911
1911,Travaux publics,Contrat,Contrat passé avec Mr J. Jeannot pour l'établissement de minoteries dans le Département du Sud ( Contrat ),14/07/1911,26/07/1911,26/07/1911,26/07/1911
1911,Travaux publics,Loi,Loi instituaut une Ecole d'Agriculture annexée à l'Ecole des Sciences appliquées,22/08/1910,4/10/1910,7/10/1910,22/10/1910
1911,Intérieur et Police Générale,Arrêté,Arrêté de délimitation du Bourg de Saut-d'Eau du 26 Janvier 1911,,,26/01/1911,28/01/1911
1911,Intérieur et Police Générale,Arrêté,"Arrêté du 2 Février, mobilisant la Garde Nationale de toute la Republique",,,,4/2/1911
1911,Intérieur et Police Générale,Arrêté,"Arrêté du 11 Avril, affectant au presbytère de Hinche le bien du domaine public où est situé l'arsenal du lieu",,,,15/04/1911
1911,Intérieur et Police Générale,Arrêté,Arrêté du 26 Avril instituant une Commission pour l'établissement du cadastre,,,,26/04/1911
1911,Intérieur et Police Générale,Arrêté,Arrêté du 24 juin déclassant le fort Lerebours à Port-au-Prince et à la construction de la Gare du Sud,,,,28/06/1911
1911,Intérieur et Police Générale,Arrêté,"Arrêté nommant Secrétaires d'Etat MM. H. Monplaisir, Ed. Sylvain, Jérémie, T. Nicolas, J. Magnan et F. Chatelain",,,,22/07/1911
1911,Intérieur et Police Générale,Décret,Décrèt de prolongation de la 1ère Session de la 27è législature jusqu'au 10 Septembre 1911,28/07/1911,8/8/1911,11/8/1911,16/08/1911
1911,Intérieur et Police Générale,Décret,Décrêt de nomination du Gal. J. J. Dessalines Michel Cincinnatus Leconte Président d'Haïti,,,,16/08/1911
1911,Intérieur et Police Générale,Arrêté,Arrêté du 16 Août formant le 1er cabinet du Gal. Leconte,,,,16/08/1911
1911,Intérieur et Police Générale,Arrêté,Arrêté du 21 Novembre convoquant les assemblées primaires pour remplacer certains Députés qui ont occupé d'autres fonctions,,,,22/11/1911
1911,Finances,Arrêté,Arrêté du 30 Décembre 1910 ratifiant un emprunt de 600.000 dollars ( Contrat ),,,,2/1/1911
1911,Finances,Arrêté,Arrêté du 4 Mars ouvrant des crédits pour la répression de la prise d'armes de Ferrier,,,,8/3/1911
1911,Finances,Arrêté,Arrêté fixant à 400% le taux du retrait du papier monnaie,,,,29/03/1911
